utt,spk,asr,cond,cer,hyp
p32_u02,p32,mms-1b-all,no_se,0.5000,틀렉바크라고 불리는 이dn 기록 다이 않을 훈량귀 저등 거더에 음상과 터신 정부 이향 소한 등낼 정부가 버가 있다
p32_u02,p32,mms-1b-all,taps,0.2258,벨릭박스라고 불리는 이p에n 기록 장치에을 혈량기 조통사들의 음성과 통이신 정보 비 상황등에 정보가 번겨 있다
p32_u02,p32,mms-1b-all,enc5,0.1935,불렉박스라고 불리는 이pn 기록 정치에을 훈령기 조등 사들에 음성과 통신 정보 비행 상황 등의 정보가 던겨 있다
p32_u02,p32,mms-1b-all,ce0,0.2903,불릭박스라고 불리는 이p에n 기록 장치엔을 훌련기 조등 사들에 이선과 텐신 정보 비 상환 등에 정보가 전겨 있다
p32_u02,p32,mms-1b-all,ce10,0.2581,불릭박스라고 불리는 이 핑행기록 정치애날 혼령기 조종사들의 이선과 통신 정보 비영 상황등에 정보가 던겨있다
p32_u02,p32,xlsr-korean,no_se,0.6290,블력바크 앞에 분리는 의부이 그력폭해 하는 화양교 법은사더라 문상과 파를 단대교이 상원교야 정보가 반가 있다
p32_u02,p32,xlsr-korean,taps,0.1290,블랙박스라고 불리는 이 비행기록 장치에는 횡련기 저동사들의 남성과 통신정부 비행 상황 등에 정보가 담겨 있다
p32_u02,p32,xlsr-korean,enc5,0.1452,블랙박스라고 불리는 이 비네이기록 정치에는 훈련기 저동사들의 안성과 통신정부 비행상황 등의 정보가 담겨 있다
p32_u02,p32,xlsr-korean,ce0,0.1452,블랙박스라고 불리는 이 비행기록 장치에는 훈련기 저동사들의 이성과 퇴신 정부 비행 상황 등에 정부가 담돼 있다
p32_u02,p32,xlsr-korean,ce10,0.2258,블랙박스라고 불리는 이 병행 기록 정치 에나 홍영계 조동사들의 인성과 편해신 정부 비행 상원 등의 정보가 반겨 있다
p32_u02,p32,whisper-small,taps,0.1452,블랙박스라고 불리는 이 비행기록 정치N을 훈련기 조동사들의 음성과 통신정보비행 상황 등의 정보가 담겨있다.
p32_u02,p32,whisper-small,ce10,0.1452,블랙박스라고 불리는 이 비행기록 정치의 날 훈련기 조정사들의 위성과 통신정보 비행 상황 등의 정보가 담겨있다
p32_u02,p32,whisper-small,taps_notch,0.1613,블랙박스라고 불리는 이 비행기록 정치 앤을 훈련기 조동사들의 음성과 통신정보비앰 상황 등의 정보가 담겨 있다.
p32_u02,p32,whisper-small,ce10_notch,0.1613,블랙박스라고 불리는 이 비행기록 정치의 날 훈련기 조정사들의 위성과 통신정보 비행 상황 등의 정보가 담겨있다.
p32_u02,p32,whisper-small,taps_lpf4k,0.2097,블랙박스라고 불리는 이 비행기록 정치의 NL 힐령기 조동사들의 음성과 통신정보비행상황 등의 정보가 담겨 있다.
p32_u02,p32,whisper-small,ce10_lpf4k,0.1452,블랙박스라고 불리는 이 비행기록 정치의 날 훈련기 조정사들의 위성과 통신정보 비행 상황 등의 정보가 담겨있다
p32_u02,p32,whisper-small,hyb_tapsLow_ceHigh,0.2258,"블랙박스라고 불리는 이 비행기록 정치의 옛날 힐령기 조동사들의 음성과 통신정보비행, 상완 등의 정보가 담겨 있다."
p32_u02,p32,whisper-small,hyb_ceLow_tapsHigh,0.1290,블랙박스라고 불리는 이 비행기록 정치의 날 훈련기 조정사들의 음성과 통신정보 비행 상황 등의 정보가 담겨 있다.
p32_u03,p32,mms-1b-all,no_se,0.4776,공중면 수구함 비행 기록잘치에 일레영의 전답타면 현참 나머지 혈리의 비혜 기록자치된 잔의 소색 자석도 이어잡보있다
p32_u03,p32,mms-1b-all,taps,0.2239,공국은 수고한 비에 기록 장치에 내용의 분석한을 한편 남머지 한 대의 비 기록 장치텐 잔해 수색자업도 이억하고 있다
p32_u03,p32,mms-1b-all,enc5,0.2239,궁국은 수구한 비회 기록 장치의 내용의 분석한을 한편 나머지 한대의 비행이 기록 장치등 잔해 수색자업도 이여가보있다
p32_u03,p32,mms-1b-all,ce0,0.1940,공군은 수구한 비기록 장치의 내용의 분석하을 한편 남머지 한 대일 비 기록 장치등 잔해 수색자업도 이억하고 있다
p32_u03,p32,mms-1b-all,ce10,0.2836,궁군는 수구한 비 기록 정치에 인내용의 분적하을 한편 나머지 한대의 비 기록 정치등 잔의 수색자업도 이역하고 있다
p32_u03,p32,xlsr-korean,no_se,0.6567,공교은 과비약기력 발키할 밀러자이 결가다라 한 아마 테러량을 기 기   해 퍼 하 있다
p32_u03,p32,xlsr-korean,taps,0.1493,공군은 수고한 비의 기록 장치에 내용의 분석한을 한편 나머지 한대 비행 기록 장치 등 자내 수색 작업도 이어가고 있다
p32_u03,p32,xlsr-korean,enc5,0.1940,공군은 수고한 비애행 기록 장치에 내용에 분석함을 한편 나머지 한데 비행이 기록 장치 등 자내 수색 작업도 이어 가고 있다
p32_u03,p32,xlsr-korean,ce0,0.1791,공고은 수고한 비의 기록장치에 내용에 분석하을 한편 나머지 한대 비행 기록 장치 등 자내 수색 작업도 이어 가고 있다
p32_u03,p32,xlsr-korean,ce10,0.2687,공군은 수고한 비행기록 정치의 인내 용의 분격하는 한편 아머지 안대의 부유인 기록 정치 등 사내 수색 작업도 있어 가고 있다
p32_u03,p32,whisper-small,taps,0.0746,"공급은 수고한 비행 기록 장치의 내용이 분석하는 한편, 나머지 한 대의 비행 기록 장치 등 잔해 수색 작업도 이어가고 있다."
p32_u03,p32,whisper-small,ce10,0.0746,공군은 수고한 비행 기록 정치의 내용을 분석하는 한편 나머지 한 대의 비행 기록 정치 등 사내 수색 작업도 이어가고 있다
p32_u03,p32,whisper-small,taps_notch,0.0746,"공공은 수고한 비행 기록 장치의 내용이 분석하는 한편, 나머지 한 대의 비행 기록 장치 등 잔해 수색 작업도 이어가고 있다."
p32_u03,p32,whisper-small,ce10_notch,0.1493,공군은 수고한 비행기록정치의 내용을 분석하는 한편 나머지 한 대의 비행기록정치 등 사내 수색 작업도 이어가고 있다.
p32_u03,p32,whisper-small,taps_lpf4k,0.0896,공공은 수고한 비행 기록 정치의 내용이 분석하는 한편 나머지 한 대의 비행 기록 정치 등 잔해 수색 작업도 이어가고 있다.
p32_u03,p32,whisper-small,ce10_lpf4k,0.1642,궁금은 수고한 비행기록정치의 내용을 분석하는 한편 나머지 한 대의 비행기록정치 등 자네 수색 작업도 이어가고 있다
p32_u03,p32,whisper-small,hyb_tapsLow_ceHigh,0.1194,공공은 수고한 비행 기록 정치의 내용이 분석하는 한편 나머지 한 대의 비행 기록 정치 등 사내 수색 작업도 이어가고 있다.
p32_u03,p32,whisper-small,hyb_ceLow_tapsHigh,0.1045,공급은 수고한 비행 기록 정치의 내용을 분석하는 한편 나머지 한 대의 비행 기록 정치 등 자네 수색 작업도 이어가고 있다.
p32_u04,p32,mms-1b-all,no_se,0.6429,차포 점당인 당독력 일 때 1력 2행남양이 맺치에 자의꾸에을 지행지우다
p32_u04,p32,mms-1b-all,taps,0.4048,사보현장인 정동몇 일 때에 적력 2몇명을 배치에 전의 수세길 지행중이다
p32_u04,p32,mms-1b-all,enc5,0.5238,차보현장인 정독몇 일 때에 적력 20여명일 배치에 전의 소세길 지행이 준니다
p32_u04,p32,mms-1b-all,ce0,0.3333,사보현장인 정동몇 일 때의 병력 2된 여명을 배치에 자해 수세길 지행중이다
p32_u04,p32,mms-1b-all,ce10,0.2619,사고 현장인 정독면 1때에 병력 2백여명을 1치에 잔의 수색을 지행준이다
p32_u04,p32,xlsr-korean,no_se,0.7143,쿠가결당의 당대역 할대 방이란을행 만하을 밝혀해 떠탈갈 등이 드오다
p32_u04,p32,xlsr-korean,taps,0.2143,사고 현장인 전동련 일대 전역 일흔 여명을 배치해 자해 수색의 진행 중이다
p32_u04,p32,xlsr-korean,enc5,0.1190,사고 현장인 전동련 일대 전역 이백 여명을 배치해 잔해 수색을 진행 중이다
p32_u04,p32,xlsr-korean,ce0,0.1667,사고 현장인 전동련 일대 병역 일흔 여명을 배치해 잔해 수색의 진행 중이다
p32_u04,p32,xlsr-korean,ce10,0.1190,사고현장인 단동련 일대 병역 이백 여명을 배치해 잔해 수색을 진행 중이다
p32_u04,p32,whisper-small,taps,0.2619,"사보 현장인 정동렴, 일대의 정력 1인 명명을 배치해 전에 수색을 진행 중이다."
p32_u04,p32,whisper-small,ce10,0.2143,사고 현장인 정동면 1대 병력 2백여 명을 배치해 자네 수색을 진행 중입니다
p32_u04,p32,whisper-small,taps_notch,0.2619,"사보 현장인 정동렴, 일대의 정력 1인 명명을 배치해 전에 수색을 진행 중이다."
p32_u04,p32,whisper-small,ce10_notch,0.2381,사고 현장인 정동면 1대 병력 이릉여 명을 배치해 자네 수색을 진행 중입니다.
p32_u04,p32,whisper-small,taps_lpf4k,0.2619,사보 현장인 정동년 1대의 정력 이름명명을 배치해 전에 수색을 진행 중이다.
p32_u04,p32,whisper-small,ce10_lpf4k,0.2619,사고 현장인 정동면 1대 병력 200여 명을 배치해 자네 수색을 진행 중입니다.
p32_u04,p32,whisper-small,hyb_tapsLow_ceHigh,0.3095,사보 현장인 정동면 1대의 100력 2등 명명을 배치해 전에 수색일 진행 중이다.
p32_u04,p32,whisper-small,hyb_ceLow_tapsHigh,0.2619,사고 현장인 정동면 1대 정력 이름여 명을 배치해 자네 수색을 진행 중입니다.
p32_u05,p32,mms-1b-all,no_se,0.5897,실념지가 동주 힌돌한 말센전에가 당번의 하개 표절했수 것으로 취장된다
p32_u05,p32,mms-1b-all,taps,0.3333,훌년기가 공질 충도한 만편 자에가 광범이 왕했게 표져있을 것으로 추정된다
p32_u05,p32,mms-1b-all,enc5,0.3590,훈년기가 공중 튼도한 만큼 자에가 관범이 왕했게에 표어 있을 곳으로 추정된다
p32_u05,p32,mms-1b-all,ce0,0.4359,울년기가 공주 충도한 망편 자에가 관범이 왕했게 표져있을 곳으로 투정된다
p32_u05,p32,mms-1b-all,ce10,0.3077,훌년기가 공중 출도한 만큼 잔에가 강범이화게 표소있을 거으로 추정된다
p32_u05,p32,xlsr-korean,no_se,0.6923,태역 그가 국이 킬더한 어건팔라가 당변을 할베 피하자이트 앞으로 표견된다
p32_u05,p32,xlsr-korean,taps,0.2564,훈련 기가 공지 충고한 만편 장해가 광범위 향객게 펴져있을 것으로 추정된다
p32_u05,p32,xlsr-korean,enc5,0.1795,훈련기가 공진 충돌한 만큼 잔해가 광범위 향의 퍼사을 것으로 추정된다
p32_u05,p32,xlsr-korean,ce0,0.2564,훈련 기가 공식 충돌한 만편 장해가 관범위 확행게 펴져있을 것으로 추정된다
p32_u05,p32,xlsr-korean,ce10,0.2308,훈련 귀가 공중 출결한 만큼 해가 광범이에게 펼져있을 것으로 추정된다
p32_u05,p32,whisper-small,taps,0.2821,훈련기가 공질 출동한 만큼 자네가 광범위원회에게 펴제 있을 것으로 추정된다.
p32_u05,p32,whisper-small,ce10,0.1282,훈련기가 공중 충돌한 만큼 잔해가 광범위원회에게 펴서 있을 것으로 추정된다
p32_u05,p32,whisper-small,taps_notch,0.3590,훈련기가 공질 중도란 만큼 자네가 광범위원회에 펴제했을 것으로 추정된다.
p32_u05,p32,whisper-small,ce10_notch,0.2051,훈련기가 공중 충고랑만큼 자네가 광범위원하게 펴져 있을 것으로 추정된다.
p32_u05,p32,whisper-small,taps_lpf4k,0.2821,훈련기가 공질 출동한 만큼 잔해가 광범위원회에게 펴제했을 것으로 추정된다.
p32_u05,p32,whisper-small,ce10_lpf4k,0.1795,훈련기가 공중 충고란 만큼 자네가 광범위원하게 펴져 있을 것으로 추정된다.
p32_u05,p32,whisper-small,hyb_tapsLow_ceHigh,0.2308,훈련기가 공질 충돌한 만큼 잔해가 광범위원회에게 펴제했을 것으로 추정된다.
p32_u05,p32,whisper-small,hyb_ceLow_tapsHigh,0.2564,훈련기가 공질 충고란 만큼 자네가 광범위원회에게 펴져 있을 것으로 추정된다.
p32_u06,p32,mms-1b-all,no_se,0.3509,사고뒤에 전에도 사고원인에 중요한 등보를 재행할 수 있어 서택패되면 현자의 의한 음시 되통하고 있다
p32_u06,p32,mms-1b-all,taps,0.2632,서고기에 자에도 사고원인에 증류한 정보을 제근할 수 있어 서 책게 되면 현장을 일선 임시 부손하고 있다
p32_u06,p32,mms-1b-all,enc5,0.2632,차고기에 자에로 사고원인에 중류한 정보를 제쟁할 수 있어서 책게 되면 현장의 인선 인시 북소하고 있다
p32_u06,p32,mms-1b-all,ce0,0.1930,서고기에 자해도 사고원인에 중류한 정보를 제공할 수 있어서 책게 되면 현장의 이선 2시 부존하고 있다
p32_u06,p32,mms-1b-all,ce10,0.2281,상고이에 자에도 사고원인의 중류한 정보를 제응할 수 있어서 착개 되면 현장을 의선 음시 부존하고 있다
p32_u06,p32,xlsr-korean,no_se,0.4912,학도그에 달해로 사교 원와 동모한 경보를 달변할 수 있 쇄되면 현당을 의학트 고변하 있다
p32_u06,p32,xlsr-korean,taps,0.1579,서고기의 자해로 사고 원인이 중요한 정보를 제생할 수 있어서 채게되면 현장을 의선 임시 보산하고 있다
p32_u06,p32,xlsr-korean,enc5,0.1754,사고기의 자세로 사고 원인의 중요한 정보를 제생할 수 있어서 채게되면 현장에 이선 임시 부산하고 있다
p32_u06,p32,xlsr-korean,ce0,0.1228,서고기의 자해로 사고 원인의 중요한 정보를 제공할 수 있어서 찾게되면 현장에 이선 일시 보존하고 있다
p32_u06,p32,xlsr-korean,ce10,0.2456,한국기에 단해도 사고 원인의 종요한 정보를 제공할 수 있어서 착폐되면 현장을 의이지 보도하고 있다
p32_u06,p32,whisper-small,taps,0.1404,서고기에 잔해도 사고 원인의 중요한 정보를 제공할 수 있어서 찾게 되면 한 장을 이선 임시 부손하고 있다.
p32_u06,p32,whisper-small,ce10,0.0351,사고기의 잔해도 사고 원인의 중요한 정보를 제공할 수 있어서 찾게 되면 현장을 우선 유시 부존하고 있다
p32_u06,p32,whisper-small,taps_notch,0.1404,서고기에 잔해도 사고 원인의 중요한 정보를 제공할 수 있어서 체계 되면 현장을 이선 임시 부손하고 있다.
p32_u06,p32,whisper-small,ce10_notch,0.1053,사고기의 자네도 사고 원인의 중요한 정보를 제공할 수 있어서 찾게 되면 현장을 우선 위시부준하고 있다
p32_u06,p32,whisper-small,taps_lpf4k,0.1053,서고기에 잔해도 사고 원인의 중요한 정보를 제공할 수 있어서 찾게 되면 현장을 이선 임시 부손하고 있다.
p32_u06,p32,whisper-small,ce10_lpf4k,0.1228,사고기의 자네도 사고 원인의 중요한 정보를 제공할 수 있어서 찾게 되면 현장을 우선 의식 부준하고 있다.
p32_u06,p32,whisper-small,hyb_tapsLow_ceHigh,0.1053,서고기에 잔해도 사고 원인의 중요한 정보를 제공할 수 있어서 찾게 되면 현장을 이선 인시 부존하고 있다.
p32_u06,p32,whisper-small,hyb_ceLow_tapsHigh,0.0351,사고기의 잔해도 사고 원인의 중요한 정보를 제공할 수 있어서 찾게 되면 현장을 우선 임시 보수하고 있다.
p32_u07,p32,mms-1b-all,no_se,0.6081,앞로지말 1일의 1시5시 입은쯤 공랑 작해 중금 재상 혈량귀항다에서 폐히 혈련귀 등대가 혈량보을 중중해서 출돌했다
p32_u07,p32,mms-1b-all,taps,0.4324,"앞서지난 1일 5132본쯤 경남 사, 긴군재01년비행단에서 케이티 혈령이기 종대가 훈련 도질 공중에서 칭돌했다"
p32_u07,p32,mms-1b-all,enc5,0.4595,앞서주한 1일 51시32본쯤 경남 사청 긴금 재참 혈년 비행단에서 케이티 혈령이기 둔대가 훈련 보지 공중에서 칭돌했다
p32_u07,p32,mms-1b-all,ce0,0.5000,아써주난 1일5132본쯤 경남 사청 진군재3혈년비행단에서 케이티 혈령이기 둥대가 혈련 도질 공중에서 측돌했다
p32_u07,p32,mms-1b-all,ce10,0.4595,"아으어지난 1일 5무1시섬2은쯤 경남 4,근군 재산 훈년 비행단에서 케이티 혈령기 동대가 훈년보주 공중에서 충돌했다"
p32_u07,p32,xlsr-korean,no_se,0.7027,앞다구난 일 일 의 최정태 이 원편당 카핑터이은 야산 하용비을 달라가 최프 해사을 된달한 하경법에 거이를  판단했다
p32_u07,p32,xlsr-korean,taps,0.2838,아서 지난 일 일 오후 한 시 삼십 이원 쯤 경남 사천 김금 재산 일 년 비행단에서 캘이히 현령이기 정대가 훈련 도지 경중에서 챙열했다
p32_u07,p32,xlsr-korean,enc5,0.2297,앞서 지난 일 일 오후 한 시 삼십 이 원쯤 경남 사천 김금 제산 훈련 비행단에서 캘이커 혈횡련이기 등대가 훈련보지 공준에서 충돌했다
p32_u07,p32,xlsr-korean,ce0,0.2162,앞서 지난 일 일 오후 한 시 삼십 이 원쯤 경남 사천 진군 재 산 일 련 비행단에서 캘이키 훈련기 상대가 훈련 도지 동주에서 증거했다
p32_u07,p32,xlsr-korean,ce10,0.2703,아아 지난 일 일 오후 한 시 삼십 이 원중 강남 사천 근군 재 산 훈년 비행단에서 캘이페 훈련이기 공제가 훈련 버수 공준에가 충돌했다
p32_u07,p32,whisper-small,taps,0.2838,앞서 지난 1일 오후 1시 32분쯤 경남 사청 긴군 제3 훈련 비행단에서 KT의 훈련이기 두 대가 훈련 도지 공중에서 칭돌했다.
p32_u07,p32,whisper-small,ce10,0.2973,앞서 지난 1일 오후 1시 32분쯤 경남 사천군군 제3 훈련 비행단에서 KT 훈련기 동대가 훈련 도중 등 중에서 층돌했다
p32_u07,p32,whisper-small,taps_notch,0.2838,앞서 지난 1일 오후 1시 32분쯤 경남 사청 긴군 제3 훈련 비행단에서 KT의 훈련이기 두 대가 훈련 도지 공중에서 칭돌했다.
p32_u07,p32,whisper-small,ce10_notch,0.2838,앞서 지난 1일 오후 1시 32분쯤 경남 사촌 공군 제3 훈련 비행단에서 KT 훈련기 동대가 훈련 보증 공중에서 층돌했다
p32_u07,p32,whisper-small,taps_lpf4k,0.2838,앞서 지난 1일 오후 1시 32분쯤 경남 사청 긴군 제3 훈련 비행단에서 KT 훈련이기 두 대가 훈련 도지 공중에서 칭돌했다.
p32_u07,p32,whisper-small,ce10_lpf4k,0.2703,앞서 지난 1일 오후 1시 32분쯤 경남 사촌 공군 제3 훈련 비행단에서 KT 훈련기 동대가 훈련 보증 공중에서 충돌했다
p32_u07,p32,whisper-small,hyb_tapsLow_ceHigh,0.2973,앞서 지난 1일 오후 1시 32분쯤 경남 사청 긴군 제3 훈련 비행단에서 KT 훈련기 중대가 훈련 도지 공중에서 칭돌했다.
p32_u07,p32,whisper-small,hyb_ceLow_tapsHigh,0.3108,앞서 지난 1일 오후 1시 32분쯤 경남 사청 등군 제3 훈련 비행단에서 KT 훈련기 중대가 훈련 보즈 공중에서 칭돌했다.
p32_u08,p32,mms-1b-all,no_se,0.4559,두대는 사세조종사 되난과 비행교스 되냥된 모두 내망을 터승했에 당시 뒤사체했지만 안택닫에도 모두 순칙혔다
p32_u08,p32,mms-1b-all,taps,0.2794,두대에는 학생 조종사 두냥과 pn이 교수 두명된 모두 내명이 덮승했고 당시 비상 통체했지만 암탁각에도 모두 순직겠다
p32_u08,p32,mms-1b-all,enc5,0.2647,두대에는 학생 교종사 두명과 비행이 교수 두명등 모두 내명이 덮승했고 당시 비상통히 최했지만 암잡각에도 모든 순직했다
p32_u08,p32,mms-1b-all,ce0,0.3088,두대에는 학생 조종사 두년과 pn이 교수 두형된 모두 내명이 덮승했고 당시 비상평인 최했지만 암택닥에도 모두 순직했다
p32_u08,p32,mms-1b-all,ce10,0.2353,두대에는 학생 조종사 두명과 비행의 교스 두명된 모두 내명이 덮승했고 당시 비상청출했지만 안파 걱배도 모두 순직했다
p32_u08,p32,xlsr-korean,no_se,0.7353,국다학대결론사 분아과 피하의거붙 분안달 모분 은하의 폐받며 당체부상픈 표 백 방 모을 혔다
p32_u08,p32,xlsr-korean,taps,0.1765,고대에는 학생 교종사 분염과 비행이 교수 두명등 모두 네 명이 탑승했고 당시 비상 황치했지만 안타깝게도 모두 숨직했다
p32_u08,p32,xlsr-korean,enc5,0.2206,부대에는 학생 교종사 분명과 비행이 교수 동명등 모두 네 명이 탑생했고 당시 비상통체했지만 안타깝게로 모두 숨직했다
p32_u08,p32,xlsr-korean,ce0,0.2059,도대에는 학생 조종사 분열과 비행이 교수 분명등 모두 네 명이 탑승했고 당시 비상승체했지만 안타깝게서 모두 숨직했다
p32_u08,p32,xlsr-korean,ce10,0.2059,동대에는 학생 교종사 분양과 비행 교수 두명등 모두 네 명이 탑승했고 당시 비상상을 출했지만 안타앞에도 모두 순식했다
p32_u08,p32,whisper-small,taps,0.2500,도대회는 학생 조정사 두년과 비행위 교수 두년 등 모두 4명이 탑승했고 당시 기상 텅치를 했지만 안타깝게도 모두 순직했다.
p32_u08,p32,whisper-small,ce10,0.1765,두 대에는 학생 교종사 2명과 비행위 교수 2명 등 모두 4명이 탑승했고 당시 비상상 출앱지만 안타깝게도 모두 승직했다
p32_u08,p32,whisper-small,taps_notch,0.2500,도대회는 학생 조정사 두년과 비행위 교수 두년 등 모두 4명이 탑승했고 당시 기상 통치를 했지만 안타깝게도 모두 순직했다.
p32_u08,p32,whisper-small,ce10_notch,0.1765,두 대에는 학생 교정사 두명과 비행위 교수 두명 등 모두 4명이 탑승했고 당시 비상상 추랬지만 안타깝게도 모두 승직했다
p32_u08,p32,whisper-small,taps_lpf4k,0.2206,도대회는 학생 조정사 두명과 비행위 교수 두명 등 모두 4명이 탑승했고 당시 기상 통치를 했지만 안타깝게도 모두 순직했다.
p32_u08,p32,whisper-small,ce10_lpf4k,0.2647,2대에는 학생 조종사 2명과 비행위 교수 2명 등 모두 4명이 탑승했고 당시 비상탕을 추랬지만 안팎 얻게도 모두 승직했다
p32_u08,p32,whisper-small,hyb_tapsLow_ceHigh,0.2941,도대회는 학생교정사 분양과 비행위 교수 분양 등 모두 4명이 탑승했고 당시 비상상치 냈지만 안타깝게도 모두 순직했다.
p32_u08,p32,whisper-small,hyb_ceLow_tapsHigh,0.1912,도대회는 학생 조종사 2명과 비행위 교수 2명 등 모두 4명이 탑승했고 당시 비상탐출 했지만 안타깝게도 모두 순직했다
p32_u09,p32,mms-1b-all,no_se,0.5217,페티는 이중네 기슬로 괴발된 채초의 굳사 혈령개로 20년 8을 부어실점 버치졌다
p32_u09,p32,mms-1b-all,taps,0.3043,케이티는 궁네 기술로 개발된 채초의 국상 혈년계로 2천0년 팔월 부터실점 배치했다
p32_u09,p32,mms-1b-all,enc5,0.3478,케이티는 궁네 기슬로 개발된 채초의 극성 필년계로 200년 팔을 부터 실점 배치했다
p32_u09,p32,mms-1b-all,ce0,0.3696,케이티는 궁네 기슬로 개발된 채초의 국상 혈령 계로 200년 팔월 부터실점 배치했다
p32_u09,p32,mms-1b-all,ce10,0.3478,케이티는 국네 기슬로 괴발된 채초의 국사 혈령계도 이천야 팔을 부터실점 배치했다
p32_u09,p32,xlsr-korean,no_se,0.5000,페이프는 국내 국별로 결발된 태표의 국산회역으로 이 팔 년 팔을 못학을던 바풀렸다
p32_u09,p32,xlsr-korean,taps,0.1087,케이티는 국내 기슬로 개발된 최초의 국성훈련 기로 이천 년 팔 월부터 시전 배치됐다
p32_u09,p32,xlsr-korean,enc5,0.1087,케이티는 국내 기슬로 개발된 최초의 직산 훈년 기로 이천 년 팔 월부터 시전 배치됐다
p32_u09,p32,xlsr-korean,ce0,0.1522,페이티는 국내 기슬로 개발된 최초의 국성훈련 기로 이천 년 팔 월부터 시전 배치했다
p32_u09,p32,xlsr-korean,ce10,0.1739,크이티는 국내 기슬로 개발된 세초의 국산혁령기도 이천 년 팔 월부터 사전 배치됐다
p32_u09,p32,whisper-small,taps,0.3261,KT는 국내 기술로 개발된 최초의 국서필령계로 2000년 8월부터 실전 배치됐다.
p32_u09,p32,whisper-small,ce10,0.2174,KT는 국내 기술로 개발된 최초의 국산 훈련계로 2000년 8월부터 실전 배치됐다
p32_u09,p32,whisper-small,taps_notch,0.3261,KT는 국내 기술로 개발된 최초의 국사희룡계로 2000년 8월부터 실전 배치됐다.
p32_u09,p32,whisper-small,ce10_notch,0.2609,KT는 국내 기술로 개발된 최초의 국산 훈련계로 2000년 8일부터 실전 배치됐다.
p32_u09,p32,whisper-small,taps_lpf4k,0.3261,KT는 국내 기술로 개발된 최초의 국사희룡계로 2000년 8월부터 실전 배치됐다.
p32_u09,p32,whisper-small,ce10_lpf4k,0.2609,케이지는 국내 기술로 개발된 최초의 국사 훈련계도 2000년 8일부터 실전 배치됐다.
p32_u09,p32,whisper-small,hyb_tapsLow_ceHigh,0.3261,KT는 국내 기술로 개발된 최초의 국사희룡계로 2000년 8월부터 실전 배치됐다.
p32_u09,p32,whisper-small,hyb_ceLow_tapsHigh,0.2609,KT는 국내 기술로 개발된 최초의 국사 훈련계로 2000년 8월부터 실전 배치됐다.
p32_u10,p32,mms-1b-all,no_se,0.6667,영결 시변 가일의 오땅중식금 재3 해량지안단 안찬 남물화 해단 내사 비딩대로 권행된다
p32_u10,p32,mms-1b-all,taps,0.3778,영결시은 자일 오장 공이군 재상 혈난 비행단 안창 남무화 해관내서 비공이개로 고행된다
p32_u10,p32,mms-1b-all,enc5,0.5333,영결 시은 자일 오정 경군 재상혈량 비행자 안청 남무화 해가 내서 비군이개로 고행된다
p32_u10,p32,mms-1b-all,ce0,0.4667,영결 시금 자일 오장 공군 재상흘한 비행단 안청 남무나 해관내서 비공이개로 고행된다
p32_u10,p32,mms-1b-all,ce10,0.4222,영결 시은 자일 오정 군군 재참 혈년 비행단 안창 남무할 해간에서 비군개로 고행된다
p32_u10,p32,xlsr-korean,no_se,0.8000,경결 불과하의 오발국들은 한 배러 교환과 안백 나무와 해당 라타국에 나와보열 된다
p32_u10,p32,xlsr-korean,taps,0.2667,연결식은 사 일 오전 공군 재산 일년 비행단 안청면문화 해관에서 비군계로 거행된다
p32_u10,p32,xlsr-korean,enc5,0.3111,연결식은 사 일 오전 공군 재산 일 년 비행장 안착야문화 일관에서 비그계로 고행된다
p32_u10,p32,xlsr-korean,ce0,0.2444,연결 식은 사 일 오전 공군 재 산 훈련 비행단 안청 나문화 해관에서 비궁계로 거행된다
p32_u10,p32,xlsr-korean,ce10,0.2444,연결식은 사 일 오전 공군 제 삼 훈련 비행단 안착 나무화 회관에서 비군계로 고인이된다
p32_u10,p32,whisper-small,taps,0.4667,"연결식은 자일 오전 공군 재상 회년 비행단, 안착 남무나 해간에서 비궁위계로 고행된다."
p32_u10,p32,whisper-small,ce10,0.3556,연결식은 4.15 전 공군 제3 1년 비행단 안창남무나 해간에서 비공개로 고행된다
p32_u10,p32,whisper-small,taps_notch,0.4222,"연결식은 4.15 전 공군 재산 훈련 비행단, 안창남무나 해관에서 비궁위계로 고행된다."
p32_u10,p32,whisper-small,ce10_notch,0.4222,"연결식은 4.15 전 9군 제3 1년 비행단, 안창남무나 해간에서 비공개로 고행된다."
p32_u10,p32,whisper-small,taps_lpf4k,0.4000,"연결식은 4일 오전 공군 재성 1년 비행단, 안창남무나 해간에서 비공위계로 고행된다."
p32_u10,p32,whisper-small,ce10_lpf4k,0.4000,"연결식은 4일 오전 9군 재산 훈련 비행단, 안창 남무나 해간에서 비공개로 고행이 된다."
p32_u10,p32,whisper-small,hyb_tapsLow_ceHigh,0.4222,"연결식은 4.15 전 공군 재상 1년 비행단, 안창남무나 해간에서 비공개로 고행된다."
p32_u10,p32,whisper-small,hyb_ceLow_tapsHigh,0.4222,"연결식은 4.15 전 공군 재산 회면 비행단, 안창남무나 해간에서 비공개로 고행된다."
p32_u11,p32,mms-1b-all,no_se,0.4600,인사별 대통령더인사녀의 인사결 정부의 대통령실 비석관된 수서 인산을 일어나 의일 달쳐된다
p32_u11,p32,mms-1b-all,taps,0.2600,눈석결 대탱령 대선이니 눈석결 정부의 대통 령실 비서관급 호속 인선을 이르며 옮일 발표된다
